company_id,company_name,hq_country,hq_region,founded_year,maturity_class,ownership_type,status,ceased_year,segment_primary,segment_secondary,modality_primary,domains_primary,domains_secondary,spatial_scope,countries_claimed,access_model,microdata_access,evidence_level,notes
iprocure,iProcure,KEN,SSA,2012,scaleup,private_vc,insolvent,2024,retail_pricing,field_agency,mobile_app,prices_retail|agriculture,supply_chain,multi_region,3,subscription,commercial_only,A,Agrodealer distribution and demand data; placed under KPMG administration on 26 April 2024 after 17.2 million dollars raised
africas_talking,Africas Talking,KEN,SSA,2010,scaleup,private_vc,active,NA,telecom_data,collection_software,telecom_network,device_telemetry|financial_transactions,NA,multi_region,20,api_license,commercial_only,B,Communications API across African mobile networks; the message and USSD traffic it carries is the data asset
lori_systems,Lori Systems,KEN,SSA,2016,scaleup,private_vc,active,NA,trade_logistics,iot_telemetry,device_passive,supply_chain|mobility_location,NA,multi_region,8,subscription,commercial_only,B,Haulage coordination across East and West African corridors
sendy,Sendy,KEN,SSA,2015,scaleup,private_vc,insolvent,2023,trade_logistics,iot_telemetry,device_passive,supply_chain|mobility_location,NA,multi_region,4,subscription,commercial_only,B,East African freight platform generating trip telemetry; entered administration in 2023
advision_lesotho,Advision Lesotho,LSO,SSA,NA,scaleup,private_independent,active,NA,field_agency,survey_insights,face_to_face,public_opinion,labor_employment,single_country,1,project_commission,open,A,Afrobarometer national partner; runs the national face-to-face round and the microdata is released openly. Founding year not published
coef_resources,COEF Resources,MDG,SSA,NA,scaleup,private_independent,active,NA,field_agency,survey_insights,face_to_face,public_opinion,labor_employment,single_country,1,project_commission,open,A,Afrobarometer national partner; runs the national face-to-face round and the microdata is released openly. Founding year not published
cs_research_moz,CS Research Lda,MOZ,SSA,NA,scaleup,private_independent,active,NA,field_agency,survey_insights,face_to_face,public_opinion,labor_employment,single_country,1,project_commission,open,A,Afrobarometer national partner; runs the national face-to-face round and the microdata is released openly. Founding year not published
sista_consult,Sista Consult Mauritanie,MRT,SSA,NA,scaleup,private_independent,active,NA,field_agency,survey_insights,face_to_face,public_opinion,labor_employment,single_country,1,project_commission,open,A,Afrobarometer national partner; runs the national face-to-face round and the microdata is released openly. Founding year not published
sagaci_research,Sagaci Research,MUS,SSA,2012,scaleup,private_independent,active,NA,field_agency,retail_pricing,face_to_face,consumer_behavior|prices_retail,media_audience,single_region,25,subscription,commercial_only,C,Pan-African consumer tracking and retail audits
straconsult_mus,StraConsult,MUS,SSA,NA,scaleup,private_independent,active,NA,field_agency,survey_insights,face_to_face,public_opinion,labor_employment,single_country,1,project_commission,open,A,Afrobarometer national partner; runs the national face-to-face round and the microdata is released openly. Founding year not published
onafriq,Onafriq,MUS,SSA,2010,established,private_vc,active,NA,financial_altdata,telecom_data,transaction,financial_transactions,NA,multi_region,40,api_license,commercial_only,B,Formerly MFS Africa; clears payments across African mobile money networks and holds the resulting flow data
survey_warehouse,Survey Warehouse,NAM,SSA,NA,established,private_independent,active,NA,field_agency,survey_insights,face_to_face,public_opinion,labor_employment,single_country,1,project_commission,open,A,Afrobarometer national partner; runs the national face-to-face round and the microdata is released openly. Founding year not published
awarri,Awarri,NGA,SSA,2019,startup,private_vc,active,NA,ai_training_data,NA,crowd_task,ai_labels,education,single_country,1,project_commission,commercial_only,C,Nigerian AI firm building national language datasets
datalens_africa,DataLens Africa,NGA,SSA,NA,startup,private_independent,active,NA,ai_training_data,crowd_micro,crowd_task,ai_labels,web_content,single_region,10,project_commission,commercial_only,A,Nigerian annotation firm building datasets for African language and context
intron_health,Intron Health,NGA,SSA,2020,startup,private_vc,active,NA,ai_training_data,health_rwd,crowd_task,ai_labels|health_clinical,identity_biometric,single_region,29,api_license,researcher_restricted,A,Largest African clinical speech corpus; 3.5 million clips from 18000 contributors across 29 countries and 288 accents
stears,Stears,NGA,SSA,2017,scaleup,private_vc,active,NA,b2b_firmographic,survey_insights,admin_records,firmographic|public_opinion,energy_extractives,single_region,10,subscription,commercial_only,B,Lagos data and intelligence company covering African markets and elections
crc_credit_bureau,CRC Credit Bureau,NGA,SSA,2008,established,private_independent,active,NA,consumer_broker,b2b_firmographic,admin_records,credit_risk|firmographic,NA,single_country,1,subscription,commercial_only,B,Licensed Nigerian credit bureau operating under the Central Bank framework
creditregistry,CreditRegistry,NGA,SSA,1999,established,private_independent,active,NA,consumer_broker,NA,admin_records,credit_risk|identity_biometric,NA,single_country,1,api_license,commercial_only,A,Largest Nigerian credit bureau
indicina,Indicina,NGA,SSA,2018,scaleup,private_vc,active,NA,consumer_broker,financial_altdata,api_partner,credit_risk|financial_transactions,NA,single_region,5,api_license,commercial_only,C,Alternative credit decisioning built on bank statement and mobile money signals
geoinfotech,Geoinfotech,NGA,SSA,2013,scaleup,private_independent,active,NA,earth_observation,NA,remote_sensing,earth_observation|infrastructure,agriculture,single_region,5,project_commission,commercial_only,C,Nigerian geospatial and remote sensing services firm
noipolls,NOIPolls,NGA,SSA,2006,established,private_independent,active,NA,field_agency,survey_insights,telephone,public_opinion|health_clinical,NA,single_country,1,open_free,none,C,Nigerian opinion polling affiliated with the Gallup methodology
practical_sampling,Practical Sampling International,NGA,SSA,1996,established,private_independent,active,NA,field_agency,survey_insights,face_to_face,consumer_behavior|public_opinion,NA,single_region,6,project_commission,none,C,West African fieldwork contractor
rms_nigeria,Research and Marketing Services,NGA,SSA,1980,established,subsidiary,absorbed,2010,field_agency,survey_insights,face_to_face,consumer_behavior|public_opinion,media_audience,single_region,5,project_commission,none,A,Largest custom research agency in West and Central Africa; TNS took a majority stake in December 2010 adding Nigeria Senegal Cameroon Ivory Coast and Ghana to its network
sbm_intelligence,SB Morgen Intelligence,NGA,SSA,2012,scaleup,private_independent,active,NA,field_agency,social_osint,face_to_face,conflict_security|public_opinion,prices_retail,single_region,6,subscription,none,C,Nigerian geopolitical and security research with incident tracking
thriveagric,ThriveAgric,NGA,SSA,2017,scaleup,private_vc,active,NA,field_agency,iot_telemetry,mobile_app,agriculture|credit_risk,NA,multi_region,3,subscription,commercial_only,B,Farmer registration and yield data used to underwrite input credit
mono_nigeria,Mono,NGA,SSA,2020,startup,private_vc,active,NA,financial_altdata,NA,api_partner,financial_transactions,credit_risk,multi_region,4,api_license,none,B,Financial data and direct payment API for Nigerian and Ghanaian accounts
okra_nigeria,Okra,NGA,SSA,2019,scaleup,private_vc,wound_down,2025,financial_altdata,NA,api_partner,financial_transactions,credit_risk,multi_region,4,api_license,none,B,Open finance API returning bank transaction histories across West Africa; shut down in May 2025 and returned about 5 million dollars of unspent capital to investors
fiftyfour_gene,54gene,NGA,SSA,2019,startup,private_vc,wound_down,2024,health_rwd,NA,clinical_records,health_clinical,identity_biometric,single_region,3,project_commission,none,B,African genomics biobank that collapsed in 2024 after disputes over consent and specimen export
helium_health,Helium Health,NGA,SSA,2016,scaleup,private_vc,active,NA,health_rwd,collection_software,clinical_records,health_clinical,firmographic,single_region,5,subscription,none,B,Electronic medical records across West and East African hospitals; the largest African-owned clinical record estate
prembly,Prembly,NGA,SSA,2020,startup,private_vc,active,NA,identity_biometric,b2b_firmographic,api_partner,identity_biometric,firmographic,multi_region,8,api_license,none,C,Identity and compliance verification against African government registries
smile_identity,Smile ID,NGA,SSA,2017,scaleup,private_vc,active,NA,identity_biometric,consumer_broker,sensor_hardware,identity_biometric,credit_risk,multi_region,20,api_license,none,B,Biometric and document verification against African national identity databases
youverify,Youverify,NGA,SSA,2017,scaleup,private_vc,active,NA,identity_biometric,NA,api_partner,identity_biometric,NA,multi_region,6,api_license,none,C,Address and identity verification with a physical field agent network
hello_tractor,Hello Tractor,NGA,SSA,2014,scaleup,private_vc,active,NA,iot_telemetry,NA,sensor_hardware,device_telemetry|agriculture,NA,single_region,12,subscription,commercial_only,C,Telematics on tractors across Africa creating a mechanisation usage dataset
nextier_spd,Nextier SPD,NGA,SSA,2015,scaleup,private_independent,active,NA,social_osint,field_agency,web_scrape,conflict_security,public_opinion,single_country,1,subscription,none,C,Maintains a Nigerian violent conflict database compiled from press and field reporting
kobo360,Kobo360,NGA,SSA,2017,scaleup,private_vc,active,NA,trade_logistics,iot_telemetry,device_passive,supply_chain|mobility_location,NA,multi_region,4,subscription,commercial_only,B,Freight platform generating trip and cargo telemetry across West Africa
charis_uas,Charis UAS,RWA,SSA,2014,scaleup,private_vc,active,NA,earth_observation,climate_risk,remote_sensing,earth_observation|agriculture,health_clinical|infrastructure,single_region,8,project_commission,commercial_only,A,Rwandan drone operator mapping land use infrastructure and malaria risk
tolbi,Tolbi,SEN,SSA,2021,startup,private_vc,active,NA,earth_observation,climate_risk,remote_sensing,agriculture|environment_climate,earth_observation,single_region,6,subscription,commercial_only,A,Senegalese drone and machine learning platform measuring soil moisture for irrigation
afriksurvey,AfriKSurvey,SEN,SSA,NA,scaleup,private_independent,active,NA,field_agency,survey_insights,face_to_face,consumer_behavior|public_opinion,NA,single_region,10,project_commission,none,A,Dakar-based fieldwork across Francophone West and Central Africa
dalberg_research,Dalberg Research,SEN,SSA,2015,scaleup,subsidiary,active,NA,field_agency,collection_software,face_to_face,labor_employment|health_clinical,agriculture|education,single_region,20,project_commission,none,C,Africa-focused primary data collection arm of the Dalberg advisory group
omedia,Omedia,SEN,SSA,1998,established,subsidiary,absorbed,2023,field_agency,audience_measurement,face_to_face,media_audience|consumer_behavior,web_content,single_region,3,project_commission,none,A,Leading agency in western Sub-Saharan Africa running audience measurement and advertising monitoring; owned by Mediametrie then sold to Ipsos in July 2023
qa_strategic_swz,QA Strategic Information,SWZ,SSA,NA,scaleup,private_independent,active,NA,field_agency,survey_insights,face_to_face,public_opinion,labor_employment,single_country,1,project_commission,open,A,Afrobarometer national partner; runs the national face-to-face round and the microdata is released openly. Founding year not published
crop_togo,Center for Research and Opinion Polls,TGO,SSA,NA,scaleup,private_independent,active,NA,field_agency,survey_insights,face_to_face,public_opinion,labor_employment,single_country,1,project_commission,open,A,Afrobarometer national partner; runs the national face-to-face round and the microdata is released openly. Founding year not published
hatchile_uganda,Hatchile Consult,UGA,SSA,NA,scaleup,private_independent,active,NA,field_agency,survey_insights,face_to_face,public_opinion,labor_employment,single_country,1,project_commission,open,A,Afrobarometer national partner; runs the national face-to-face round and the microdata is released openly. Founding year not published
research_world_intl,Research World International,UGA,SSA,2005,established,private_independent,active,NA,field_agency,survey_insights,face_to_face,public_opinion|consumer_behavior,NA,single_country,1,project_commission,none,C,Founding year not established from public sources; one directory gives 2007
lelapa_ai,Lelapa AI,ZAF,SSA,2022,startup,private_vc,active,NA,ai_training_data,NA,crowd_task,ai_labels,education,single_region,10,api_license,commercial_only,B,Builds African language speech and text datasets and models
zindi,Zindi,ZAF,SSA,2018,scaleup,private_independent,active,NA,ai_training_data,crowd_micro,crowd_task,ai_labels,agriculture|health_clinical,multi_region,30,open_free,open,B,African data science competition platform; hosts labelled datasets built for African problems
repucom_africa,Repucom Africa,ZAF,SSA,2004,scaleup,subsidiary,absorbed,2017,audience_measurement,NA,device_passive,media_audience,consumer_behavior,single_region,6,subscription,none,B,Sports audience and sponsorship measurement operated by TransAfrica Media; bought by Nielsen in 2017
kartoza,Kartoza,ZAF,SSA,2010,scaleup,private_independent,active,NA,collection_software,earth_observation,api_partner,earth_observation|infrastructure,environment_climate,multi_region,15,project_commission,open,C,Open source geospatial engineering; builds national spatial data infrastructure for African governments
compuscan,Compuscan,ZAF,SSA,1994,established,subsidiary,absorbed,2018,consumer_broker,NA,admin_records,credit_risk,identity_biometric,single_region,7,api_license,none,B,African credit bureau covering Southern and East Africa; bought by Experian
eighty20,Eighty20,ZAF,SSA,2003,established,private_independent,active,NA,consumer_broker,survey_insights,api_partner,credit_risk|consumer_behavior,housing_property,single_country,1,subscription,commercial_only,C,South African consumer segmentation built on credit bureau and survey data
lightstone,Lightstone,ZAF,SSA,2001,established,private_independent,active,NA,consumer_broker,climate_risk,admin_records,housing_property|credit_risk,NA,single_country,1,subscription,commercial_only,C,South African property and automotive data
aerobotics,Aerobotics,ZAF,SSA,2014,scaleup,private_vc,active,NA,earth_observation,climate_risk,remote_sensing,agriculture|earth_observation,environment_climate,multi_region,18,subscription,commercial_only,A,Cape Town drone and satellite analytics for perennial tree crops; now sells into the United States as well as African markets
geoterraimage,GeoTerraImage,ZAF,SSA,1997,established,private_independent,active,NA,earth_observation,NA,remote_sensing,earth_observation|agriculture,housing_property,multi_region,6,project_commission,commercial_only,C,South African land cover and land use mapping from satellite imagery
ask_afrika,Ask Afrika,ZAF,SSA,1995,established,private_independent,active,NA,field_agency,survey_insights,face_to_face,consumer_behavior|public_opinion,media_audience,single_region,15,project_commission,none,C,South African research house with continental reach
citizen_surveys,Citizen Surveys,ZAF,SSA,1995,established,private_independent,active,NA,field_agency,survey_insights,face_to_face,public_opinion,NA,single_country,1,project_commission,none,C,South African opinion measurement
markinor,Markinor,ZAF,SSA,1975,established,subsidiary,absorbed,2007,field_agency,survey_insights,face_to_face,consumer_behavior|public_opinion,media_audience,single_region,10,project_commission,none,A,Leading South African research house bought by Ipsos in September 2007 and traded as Ipsos Markinor; ran large surveys across Sub-Saharan Africa
plus94_research,Plus 94 Research,ZAF,SSA,1998,established,private_independent,active,NA,field_agency,survey_insights,face_to_face,public_opinion|consumer_behavior,NA,single_region,10,project_commission,none,C,South African social and political research
stitch_za,Stitch,ZAF,SSA,2019,scaleup,private_vc,active,NA,financial_altdata,NA,api_partner,financial_transactions,NA,multi_region,3,api_license,none,B,Open banking data and payments infrastructure in Southern Africa
whereismytransport,WhereIsMyTransport,ZAF,SSA,2016,scaleup,private_vc,insolvent,2023,location_mobility,collection_software,mobile_app,mobility_location|infrastructure,NA,multi_region,12,api_license,commercial_only,A,Mapped formal and informal transit networks in 50 cities; filed for liquidation in September 2023 after failing to raise
freshly_ground_insights,Freshly Ground Insights,ZAF,SSA,2012,scaleup,private_independent,active,NA,panel_sample,survey_insights,online_panel,consumer_behavior|public_opinion,NA,single_country,1,panel_rental,none,C,South African online research panel
columinate,Columinate,ZAF,SSA,2007,established,private_independent,active,NA,survey_insights,panel_sample,online_panel,consumer_behavior|public_opinion,media_audience,single_country,1,project_commission,none,C,South African digital research agency
