"company_id","stakeholder_name","stakeholder_type","stakeholder_country","stakeholder_category","evidence_level","notes","hq_region","hq_country","ownership_type","microdata_access","segment_primary","stakeholder_region","domestic"
"twaweza","South African Institute of International Affairs","funder","ZAF","university","A","Johannesburg research institute based at the University of the Witwatersrand","SSA","TZA","nonprofit","open","field_agency","SSA",FALSE
"twaweza","Ford Foundation","funder","USA","foundation","A",NA,"SSA","TZA","nonprofit","open","field_agency","NOAM",FALSE
"twaweza","SNV","funder","NLD","foundation","A","Dutch development organisation in the core consortium","SSA","TZA","nonprofit","open","field_agency","WEU",FALSE
"twaweza","Hempel Foundation","funder","DNK","foundation","A",NA,"SSA","TZA","nonprofit","open","field_agency","WEU",FALSE
"ujuzikilimo","Brian Bosire","founder","KEN","individual","B","Founder and chief executive","SSA","KEN","private_vc","none","distributed_sensing","SSA",TRUE
"vantor","Advent International","controlling_owner","USA","pe","A","Took Maxar private in 2023","NOAM","USA","private_pe","commercial_only","earth_observation","NOAM",TRUE
"vciom","Government of Russia","controlling_owner","RUS","state","B","State-owned","RUS","RUS","state_linked","none","field_agency","RUS",TRUE
"yemen_polling_center","Hafez Albukari","founder","YEM","individual","B","Founder and president","MENA","YEM","nonprofit","researcher_restricted","field_agency","MENA",TRUE
"yougov","Nadhim Zahawi","founder","GBR","individual","B","Co-founder who later became a British cabinet minister","WEU","GBR","public_listed","researcher_restricted","survey_insights","WEU",TRUE
"yougov","Stephan Shakespeare","founder","GBR","individual","B","Co-founder","WEU","GBR","public_listed","researcher_restricted","survey_insights","WEU",TRUE
