company_id,company_name,parent_company,hq_country,hq_region,founded_year,maturity_class,ownership_type,sector,status,ceased_year,segment_primary,segment_secondary,modality_primary,unit_of_observation,temporal_granularity,spatial_scope,countries_claimed,domains_primary,domains_secondary,human_subjects,consent_model,access_model,microdata_access,evidence_level,notes
descartes_underwriting,Descartes Underwriting,NA,FRA,WEU,2018,scaleup,private_vc,for_profit,active,NA,climate_risk,NA,api_partner,area,annual,global,80,environment_climate,agriculture,none,not_applicable,project_commission,commercial_only,C,Parametric insurance built on satellite and sensor triggers
sylvera,Sylvera,NA,GBR,WEU,2020,startup,private_vc,for_profit,active,NA,climate_risk,earth_observation,remote_sensing,area,annual,global,80,environment_climate,agriculture,none,not_applicable,subscription,commercial_only,C,Carbon credit verification from satellite and field data
bezero_carbon,BeZero Carbon,NA,GBR,WEU,2020,startup,private_vc,for_profit,active,NA,climate_risk,earth_observation,remote_sensing,area,annual,global,80,environment_climate,agriculture,none,not_applicable,subscription,commercial_only,C,Carbon credit ratings agency
carbon_mapper,Carbon Mapper,NA,USA,NOAM,2020,startup,nonprofit,nonprofit,active,NA,climate_risk,earth_observation,remote_sensing,area,weekly,global,195,environment_climate|energy_extractives,NA,none,not_applicable,open_free,open,B,Nonprofit publishing methane and carbon dioxide plume detections openly
chloris_geospatial,Chloris Geospatial,NA,USA,NOAM,2018,startup,private_vc,for_profit,active,NA,climate_risk,earth_observation,remote_sensing,area,annual,global,195,environment_climate|agriculture,NA,none,not_applicable,subscription,researcher_restricted,C,Satellite measurement of above ground biomass carbon stocks
nielsen,Nielsen,Elliott and Brookfield,USA,NOAM,1923,established,private_pe,for_profit,active,NA,audience_measurement,consumer_broker,device_passive,household,daily,global,55,media_audience,consumer_behavior,indirect,explicit_consent,subscription,commercial_only,B,Panel plus big data measurement; taken private in 2022; selling its Russian division under the 2026 ownership law
comscore,Comscore,NA,USA,NOAM,1999,established,public_listed,for_profit,active,NA,audience_measurement,web_data,device_passive,device,daily,multi_region,30,media_audience|web_content,NA,indirect,platform_terms,subscription,commercial_only,B,Census and panel hybrid digital measurement
samba_tv,Samba TV,NA,USA,NOAM,2008,scaleup,private_vc,for_profit,active,NA,audience_measurement,NA,device_passive,household,daily,multi_region,25,media_audience,consumer_behavior,indirect,platform_terms,subscription,commercial_only,B,Automatic content recognition embedded in smart television firmware
ispot_tv,iSpot.tv,NA,USA,NOAM,2012,scaleup,private_vc,for_profit,active,NA,audience_measurement,NA,device_passive,household,daily,single_country,1,media_audience,NA,indirect,platform_terms,subscription,commercial_only,C,US advertising occurrence and outcome measurement
videoamp,VideoAmp,NA,USA,NOAM,2014,scaleup,private_vc,for_profit,active,NA,audience_measurement,NA,api_partner,household,daily,single_country,1,media_audience,NA,indirect,contractual_third_party,subscription,commercial_only,C,Set top box and streaming currency challenger
similarweb,Similarweb,NA,ISR,MENA,2007,established,public_listed,for_profit,active,NA,financial_altdata,audience_measurement,device_passive,device,daily,global,190,web_content|media_audience,prices_retail,indirect,platform_terms,subscription,commercial_only,B,Panel plus clickstream estimation of website and app traffic
sensor_tower,Sensor Tower,Bain Capital Tech,USA,NOAM,2013,scaleup,private_pe,for_profit,active,NA,financial_altdata,audience_measurement,device_passive,device,daily,global,190,web_content|consumer_behavior,NA,indirect,platform_terms,subscription,commercial_only,B,Absorbed Apptopia and data.ai making it the dominant app analytics estimator
yipitdata,YipitData,Carlyle,USA,NOAM,2011,scaleup,private_pe,for_profit,active,NA,financial_altdata,web_data,web_scrape,firm,weekly,multi_region,20,financial_transactions|web_content,prices_retail,indirect,contractual_third_party,subscription,commercial_only,B,Corporate performance estimates from receipts and web data
m_science,M Science,Jefferies,USA,NOAM,2002,established,subsidiary,for_profit,active,NA,financial_altdata,NA,transaction,transaction,weekly,single_country,1,financial_transactions|consumer_behavior,NA,indirect,contractual_third_party,subscription,commercial_only,C,Transaction panel research for institutional investors
consumer_edge,Consumer Edge,NA,USA,NOAM,2007,scaleup,private_vc,for_profit,active,NA,financial_altdata,NA,transaction,transaction,weekly,multi_region,12,financial_transactions|consumer_behavior,NA,indirect,contractual_third_party,subscription,commercial_only,C,Card transaction panels expanding beyond the United States
earnest_analytics,Earnest Analytics,NA,USA,NOAM,2015,scaleup,private_vc,for_profit,active,NA,financial_altdata,NA,transaction,transaction,weekly,single_country,1,financial_transactions|health_clinical,NA,indirect,contractual_third_party,subscription,commercial_only,C,US card and claims panels for investors
facteus,Facteus,NA,USA,NOAM,2016,scaleup,private_vc,for_profit,active,NA,financial_altdata,NA,transaction,transaction,daily,single_country,1,financial_transactions,NA,indirect,contractual_third_party,subscription,commercial_only,C,Synthetic transaction data derived from payment processors
measurable_ai,Measurable AI,NA,HKG,EAS,2017,startup,private_vc,for_profit,active,NA,financial_altdata,NA,transaction,transaction,daily,single_region,12,financial_transactions|consumer_behavior,NA,direct,explicit_consent,subscription,commercial_only,C,Email receipt panel covering Asian and Middle Eastern markets underserved by US vendors
plaid,Plaid,NA,USA,NOAM,2013,scaleup,private_vc,for_profit,active,NA,financial_altdata,consumer_broker,api_partner,individual,real_time,multi_region,20,financial_transactions|credit_risk,NA,direct,explicit_consent,api_license,commercial_only,B,Consumer permissioned bank account connectivity
tink,Tink,Visa,SWE,WEU,2012,scaleup,subsidiary,for_profit,active,NA,financial_altdata,consumer_broker,api_partner,individual,real_time,single_region,18,financial_transactions|credit_risk,NA,direct,explicit_consent,api_license,commercial_only,C,European open banking aggregation
kpler,Kpler,NA,BEL,WEU,2014,scaleup,private_pe,for_profit,active,NA,trade_logistics,financial_altdata,sensor_hardware,vehicle,real_time,global,195,supply_chain|energy_extractives,earth_observation,none,public_record,subscription,commercial_only,B,Vessel tracking and commodity flows; absorbed MarineTraffic
vortexa,Vortexa,NA,GBR,WEU,2016,scaleup,private_vc,for_profit,active,NA,trade_logistics,financial_altdata,sensor_hardware,vehicle,real_time,global,195,energy_extractives|supply_chain,NA,none,public_record,subscription,commercial_only,C,Seaborne energy cargo tracking
windward_ai,Windward,NA,ISR,MENA,2010,scaleup,public_listed,for_profit,active,NA,trade_logistics,social_osint,sensor_hardware,vehicle,real_time,global,195,supply_chain|conflict_security,energy_extractives,none,public_record,subscription,commercial_only,B,Maritime risk and sanctions evasion detection
panjiva,Panjiva,S and P Global,USA,NOAM,2006,established,subsidiary,for_profit,active,NA,trade_logistics,financial_altdata,admin_records,transaction,weekly,multi_region,15,supply_chain|firmographic,NA,none,public_record,subscription,commercial_only,C,Customs and bill of lading records
importgenius,ImportGenius,NA,USA,NOAM,2006,scaleup,private_independent,for_profit,active,NA,trade_logistics,financial_altdata,admin_records,transaction,weekly,multi_region,20,supply_chain|firmographic,NA,none,public_record,subscription,commercial_only,C,Trade records from customs authorities that publish them
iqvia,IQVIA,NA,USA,NOAM,1982,established,public_listed,for_profit,active,NA,health_rwd,survey_insights,clinical_records,patient,monthly,global,100,health_clinical,prices_retail,indirect,contractual_third_party,subscription,researcher_restricted,A,Aggregates over 1.2 billion patient records and remains the only truly global RWD operator
komodo_health,Komodo Health,NA,USA,NOAM,2014,scaleup,private_vc,for_profit,active,NA,health_rwd,NA,clinical_records,patient,monthly,single_country,1,health_clinical,NA,indirect,contractual_third_party,subscription,researcher_restricted,A,US all-payer claims map covering more than 330 million patients
truveta,Truveta,US health systems,USA,NOAM,2020,startup,private_vc,for_profit,active,NA,health_rwd,NA,clinical_records,patient,daily,single_country,1,health_clinical,NA,indirect,contractual_third_party,subscription,researcher_restricted,A,Health system owned EHR collective covering over 130 million patients
healthverity,HealthVerity,NA,USA,NOAM,2014,scaleup,private_vc,for_profit,active,NA,health_rwd,consumer_broker,clinical_records,patient,daily,single_country,1,health_clinical,consumer_behavior,indirect,contractual_third_party,marketplace,researcher_restricted,B,Privacy preserving linkage across health and consumer datasets
tempus_ai,Tempus AI,NA,USA,NOAM,2015,scaleup,public_listed,for_profit,active,NA,health_rwd,NA,clinical_records,patient,daily,single_country,1,health_clinical,NA,direct,explicit_consent,subscription,researcher_restricted,B,Molecular sequencing linked to longitudinal clinical records
datavant,Datavant,NA,USA,NOAM,2017,scaleup,private_vc,for_profit,active,NA,health_rwd,NA,api_partner,patient,daily,single_country,1,health_clinical,NA,indirect,contractual_third_party,api_license,researcher_restricted,B,Tokenised record linkage infrastructure connecting most US health data holders
flatiron_health,Flatiron Health,Roche,USA,NOAM,2012,scaleup,subsidiary,for_profit,active,NA,health_rwd,NA,clinical_records,patient,daily,multi_region,5,health_clinical,NA,indirect,contractual_third_party,subscription,researcher_restricted,B,Oncology real-world data from partnered practices
trinetx,TriNetX,Carlyle,USA,NOAM,2013,scaleup,private_pe,for_profit,active,NA,health_rwd,NA,clinical_records,patient,daily,global,30,health_clinical,NA,indirect,contractual_third_party,subscription,researcher_restricted,B,Federated network of healthcare organisations with unusual non-US breadth
picnichealth,PicnicHealth,NA,USA,NOAM,2014,scaleup,private_vc,for_profit,active,NA,health_rwd,NA,clinical_records,patient,daily,single_country,1,health_clinical,NA,direct,explicit_consent,subscription,researcher_restricted,C,Patient mediated record collection with explicit consent
evidation_health,Evidation Health,NA,USA,NOAM,2012,scaleup,private_vc,for_profit,active,NA,health_rwd,crowd_micro,device_passive,individual,daily,single_country,1,health_clinical|device_telemetry,NA,direct,explicit_consent,project_commission,researcher_restricted,B,Consented wearable and app derived health measurement
medidata,Medidata,Dassault Systemes,USA,NOAM,1999,established,subsidiary,for_profit,active,NA,health_rwd,collection_software,clinical_records,patient,daily,global,100,health_clinical,NA,direct,explicit_consent,subscription,researcher_restricted,B,Clinical trial data capture platform holding a large historical trial corpus
veeva_crossix,Veeva Crossix,Veeva Systems,USA,NOAM,2005,established,subsidiary,for_profit,active,NA,health_rwd,consumer_broker,api_partner,patient,daily,single_country,1,health_clinical|media_audience,NA,indirect,contractual_third_party,subscription,commercial_only,C,Links health data to media exposure for pharmaceutical marketing
definitive_healthcare,Definitive Healthcare,NA,USA,NOAM,2011,scaleup,public_listed,for_profit,active,NA,health_rwd,b2b_firmographic,admin_records,firm,monthly,single_country,1,health_clinical|firmographic,NA,none,public_record,subscription,commercial_only,C,US healthcare provider and facility reference data
uk_biobank,UK Biobank,NA,GBR,WEU,2006,established,nonprofit,nonprofit,active,NA,health_rwd,NA,clinical_records,patient,episodic,single_country,1,health_clinical,environment_climate,direct,explicit_consent,open_free,researcher_restricted,B,Half a million consented participants with deep phenotyping open to approved researchers
bgi_genomics,BGI Genomics,NA,CHN,CHN,1999,established,public_listed,for_profit,active,NA,health_rwd,NA,clinical_records,patient,episodic,global,100,health_clinical,NA,direct,explicit_consent,project_commission,researcher_restricted,B,Large scale sequencing with substantial international sample collection
samsara,Samsara,NA,USA,NOAM,2015,scaleup,public_listed,for_profit,active,NA,iot_telemetry,NA,sensor_hardware,vehicle,real_time,multi_region,10,device_telemetry|supply_chain,NA,indirect,contractual_third_party,subscription,commercial_only,B,Connected fleet operations platform
geotab,Geotab,NA,CAN,NOAM,2000,established,private_independent,for_profit,active,NA,iot_telemetry,location_mobility,sensor_hardware,vehicle,real_time,global,150,device_telemetry|mobility_location,environment_climate,indirect,contractual_third_party,subscription,researcher_restricted,B,One of the largest connected vehicle datasets with an open data programme
inrix,INRIX,NA,USA,NOAM,2004,established,private_vc,for_profit,active,NA,iot_telemetry,location_mobility,device_passive,vehicle,real_time,multi_region,60,mobility_location|device_telemetry,NA,indirect,contractual_third_party,subscription,researcher_restricted,B,Road speed and trip data used widely by transport agencies
tomtom,TomTom,NA,NLD,WEU,1991,established,public_listed,for_profit,active,NA,iot_telemetry,location_mobility,device_passive,vehicle,real_time,global,80,mobility_location|device_telemetry,NA,indirect,platform_terms,api_license,commercial_only,B,Mapping and traffic data from connected devices
here_technologies,HERE Technologies,Automotive consortium,NLD,WEU,1985,established,private_independent,for_profit,active,NA,iot_telemetry,location_mobility,device_passive,vehicle,real_time,global,190,mobility_location|device_telemetry,NA,indirect,contractual_third_party,api_license,commercial_only,B,Automaker owned mapping and vehicle sensor data pool
cambridge_mobile,Cambridge Mobile Telematics,NA,USA,NOAM,2010,scaleup,private_vc,for_profit,active,NA,iot_telemetry,NA,device_passive,vehicle,real_time,multi_region,25,device_telemetry|mobility_location,NA,direct,explicit_consent,subscription,researcher_restricted,B,Smartphone telematics for insurance; absorbed Zendrive
arity,Arity,Allstate,USA,NOAM,2016,scaleup,subsidiary,for_profit,active,NA,iot_telemetry,consumer_broker,device_passive,vehicle,real_time,single_country,1,device_telemetry|mobility_location,NA,indirect,platform_terms,api_license,commercial_only,C,Driving behaviour data monetised for insurance and advertising
smartcar,Smartcar,NA,USA,NOAM,2015,scaleup,private_vc,for_profit,active,NA,iot_telemetry,NA,api_partner,vehicle,real_time,multi_region,30,device_telemetry,NA,direct,explicit_consent,api_license,commercial_only,C,Consent-based API access to connected car data across manufacturers
high_mobility,High Mobility,NA,DEU,WEU,2017,startup,private_vc,for_profit,active,NA,iot_telemetry,NA,api_partner,vehicle,real_time,single_region,25,device_telemetry,NA,direct,explicit_consent,api_license,commercial_only,C,European vehicle data neutral server
dataminr,Dataminr,NA,USA,NOAM,2009,established,private_vc,for_profit,active,NA,social_osint,NA,api_partner,document,real_time,global,190,conflict_security|social_discourse,environment_climate,indirect,platform_terms,subscription,commercial_only,B,Real-time event detection from social and public data streams
recorded_future,Recorded Future,Mastercard,USA,NOAM,2009,established,subsidiary,for_profit,active,NA,social_osint,NA,web_scrape,document,real_time,global,190,conflict_security|web_content,firmographic,indirect,public_record,subscription,commercial_only,B,Threat intelligence collected from open dark and technical sources
meltwater,Meltwater,NA,NOR,WEU,2001,established,public_listed,for_profit,active,NA,social_osint,NA,web_scrape,document,daily,global,190,social_discourse|media_audience,web_content,indirect,platform_terms,subscription,commercial_only,B,Media and social monitoring; owns Linkfluence and Owler
brandwatch,Brandwatch,Cision,GBR,WEU,2007,established,subsidiary,for_profit,active,NA,social_osint,NA,api_partner,document,daily,global,190,social_discourse,consumer_behavior,indirect,platform_terms,subscription,researcher_restricted,B,Historical social archive with an academic access programme
talkwalker,Talkwalker,Hootsuite,LUX,WEU,2009,established,subsidiary,for_profit,active,NA,social_osint,NA,api_partner,document,daily,global,190,social_discourse|media_audience,NA,indirect,platform_terms,subscription,commercial_only,C,Social listening with strong multilingual coverage
sprinklr,Sprinklr,NA,USA,NOAM,2009,established,public_listed,for_profit,active,NA,social_osint,NA,api_partner,document,real_time,global,190,social_discourse,consumer_behavior,indirect,platform_terms,subscription,commercial_only,C,Enterprise social suite with a listening layer
graphika,Graphika,NA,USA,NOAM,2013,scaleup,private_vc,for_profit,active,NA,social_osint,NA,api_partner,individual,episodic,global,190,social_discourse|conflict_security,NA,indirect,platform_terms,project_commission,researcher_restricted,B,Network mapping of online communities and influence operations
babel_street,Babel Street,NA,USA,NOAM,2009,scaleup,private_pe,for_profit,active,NA,social_osint,location_mobility,web_scrape,document,real_time,global,190,social_discourse|conflict_security,mobility_location,indirect,public_record,subscription,commercial_only,B,Multilingual open source monitoring; its Locate X location product drew scrutiny
sayari,Sayari,TPG,USA,NOAM,2015,scaleup,private_pe,for_profit,active,NA,b2b_firmographic,social_osint,admin_records,firm,monthly,global,250,firmographic|supply_chain,legal_regulatory,none,public_record,subscription,researcher_restricted,B,Corporate ownership and trade records from more than 250 jurisdictions
kharon,Kharon,NA,USA,NOAM,2018,scaleup,private_vc,for_profit,active,NA,social_osint,b2b_firmographic,admin_records,firm,monthly,global,190,conflict_security|firmographic,supply_chain,none,public_record,subscription,commercial_only,C,Sanctions and security risk research on entities and networks
janes,Janes,Montagu,GBR,WEU,1898,established,private_pe,for_profit,active,NA,social_osint,NA,admin_records,firm,monthly,global,190,conflict_security,supply_chain,none,public_record,subscription,commercial_only,B,Defence equipment order of battle and military capability reference data
acled,ACLED,NA,USA,NOAM,2005,established,nonprofit,nonprofit,active,NA,social_osint,NA,web_scrape,document,weekly,global,240,conflict_security,public_opinion,none,public_record,open_free,open,B,Event level political violence and protest coding with open access for researchers
gdelt,GDELT Project,NA,USA,NOAM,2013,established,nonprofit,nonprofit,active,NA,social_osint,web_data,web_scrape,document,daily,global,200,conflict_security|social_discourse,media_audience,none,public_record,open_free,open,B,Continuously coded global news event and tone database
bellingcat,Bellingcat,NA,NLD,WEU,2014,scaleup,nonprofit,nonprofit,active,NA,social_osint,NA,web_scrape,document,episodic,global,190,conflict_security,NA,none,public_record,open_free,open,C,Investigative open source collective whose methods shaped the OSINT field
newsguard,NewsGuard,NA,USA,NOAM,2018,scaleup,private_independent,for_profit,active,NA,social_osint,NA,expert_elicit,document,monthly,multi_region,15,media_audience|social_discourse,NA,none,public_record,subscription,researcher_restricted,C,Human-rated reliability scores for news and information sites
zoominfo,ZoomInfo,NA,USA,NOAM,2007,established,public_listed,for_profit,active,NA,b2b_firmographic,consumer_broker,web_scrape,individual,monthly,global,190,firmographic|labor_employment,NA,indirect,public_record,subscription,commercial_only,B,Business contact and firmographic database
apollo_io,Apollo.io,NA,USA,NOAM,2015,scaleup,private_vc,for_profit,active,NA,b2b_firmographic,NA,web_scrape,individual,monthly,global,190,firmographic|labor_employment,NA,indirect,public_record,subscription,commercial_only,C,Contact database built from crawled and contributed records
cognism,Cognism,NA,GBR,WEU,2015,scaleup,private_vc,for_profit,active,NA,b2b_firmographic,NA,web_scrape,individual,monthly,multi_region,50,firmographic|labor_employment,NA,indirect,public_record,subscription,commercial_only,C,European focused B2B contact data with compliance positioning
lusha,Lusha,NA,ISR,MENA,2016,scaleup,private_vc,for_profit,active,NA,b2b_firmographic,NA,web_scrape,individual,monthly,global,190,firmographic|labor_employment,NA,indirect,public_record,subscription,commercial_only,C,Crowd-contributed business contact data
people_data_labs,People Data Labs,NA,USA,NOAM,2015,scaleup,private_vc,for_profit,active,NA,b2b_firmographic,NA,web_scrape,individual,monthly,global,190,labor_employment|firmographic,NA,indirect,public_record,api_license,commercial_only,B,Person-level professional records sold as bulk datasets
opencorporates,OpenCorporates,NA,GBR,WEU,2010,scaleup,private_independent,for_profit,active,NA,b2b_firmographic,NA,admin_records,firm,monthly,global,140,firmographic|legal_regulatory,NA,none,public_record,open_free,open,B,Open company register aggregation across roughly 140 jurisdictions
moodys_bvd,Moodys Orbis,Moodys,BEL,WEU,1991,established,subsidiary,for_profit,active,NA,b2b_firmographic,NA,admin_records,firm,monthly,global,200,firmographic,credit_risk,none,public_record,subscription,commercial_only,B,Bureau van Dijk company financials used widely in economics research
pitchbook,PitchBook,Morningstar,USA,NOAM,2007,established,subsidiary,for_profit,active,NA,b2b_firmographic,NA,admin_records,firm,daily,global,190,firmographic,NA,none,public_record,subscription,commercial_only,B,Private capital transaction and company database
crunchbase,Crunchbase,NA,USA,NOAM,2007,established,private_vc,for_profit,active,NA,b2b_firmographic,NA,admin_records,firm,daily,global,190,firmographic,NA,none,public_record,subscription,researcher_restricted,B,Startup and funding reference data with academic licensing
tracxn,Tracxn,NA,IND,SAS,2013,scaleup,public_listed,for_profit,active,NA,b2b_firmographic,NA,web_scrape,firm,daily,global,190,firmographic,NA,none,public_record,subscription,commercial_only,C,Indian private market intelligence platform
dealroom,Dealroom,NA,NLD,WEU,2013,scaleup,private_vc,for_profit,active,NA,b2b_firmographic,NA,web_scrape,firm,daily,global,190,firmographic,NA,none,public_record,subscription,researcher_restricted,C,European startup and ecosystem database
numerator,Numerator,Vista Equity,USA,NOAM,2017,scaleup,private_pe,for_profit,active,NA,retail_pricing,consumer_broker,mobile_app,household,daily,multi_region,6,prices_retail|consumer_behavior,NA,direct,explicit_consent,subscription,commercial_only,B,Receipt capture consumer panel
profitero,Profitero,Publicis Groupe,IRL,WEU,2010,scaleup,subsidiary,for_profit,active,NA,retail_pricing,web_data,web_scrape,transaction,daily,global,70,prices_retail|web_content,NA,none,public_record,subscription,commercial_only,C,Ecommerce shelf and price monitoring
dataweave,DataWeave,NA,IND,SAS,2011,scaleup,private_vc,for_profit,active,NA,retail_pricing,web_data,web_scrape,transaction,daily,multi_region,25,prices_retail|web_content,NA,none,public_record,subscription,commercial_only,C,Indian competitive pricing intelligence
intelligence_node,Intelligence Node,NA,IND,SAS,2012,scaleup,private_pe,for_profit,active,NA,retail_pricing,web_data,web_scrape,transaction,daily,global,40,prices_retail|web_content,NA,none,public_record,subscription,commercial_only,C,Retail price and assortment tracking
trax_retail,Trax,NA,SGP,SEA,2010,scaleup,private_vc,for_profit,active,NA,retail_pricing,crowd_micro,mobile_app,place,weekly,global,90,prices_retail,NA,indirect,contractual_third_party,subscription,commercial_only,B,Computer vision shelf auditing combined with a crowd workforce
dunnhumby,dunnhumby,Tesco,GBR,WEU,1989,established,subsidiary,for_profit,active,NA,retail_pricing,consumer_broker,transaction,transaction,weekly,multi_region,30,prices_retail|consumer_behavior,NA,indirect,contractual_third_party,subscription,commercial_only,B,Loyalty card transaction analytics pioneer
eightyfour_51,84.51,Kroger,USA,NOAM,2015,established,subsidiary,for_profit,active,NA,retail_pricing,consumer_broker,transaction,transaction,weekly,single_country,1,prices_retail|consumer_behavior,NA,indirect,contractual_third_party,subscription,commercial_only,C,Retailer owned customer data science unit
clearview_ai,Clearview AI,NA,USA,NOAM,2017,scaleup,private_vc,for_profit,active,NA,identity_biometric,web_data,web_scrape,individual,monthly,global,190,identity_biometric|social_discourse,NA,indirect,public_record,subscription,none,B,Scraped facial image database subject to fines and bans across multiple jurisdictions
pimeyes,PimEyes,NA,GEO,EEU,2017,startup,private_independent,for_profit,active,NA,identity_biometric,web_data,web_scrape,individual,monthly,global,190,identity_biometric,NA,indirect,public_record,subscription,none,C,Consumer facing face search engine over crawled web images
tools_for_humanity,Tools for Humanity,NA,USA,NOAM,2019,startup,private_vc,for_profit,active,NA,identity_biometric,NA,sensor_hardware,individual,episodic,multi_region,30,identity_biometric,NA,direct,explicit_consent,api_license,none,B,Iris enrolment for the World identity network; suspended in several jurisdictions
yoti,Yoti,NA,GBR,WEU,2014,scaleup,private_vc,for_profit,active,NA,identity_biometric,NA,sensor_hardware,individual,episodic,multi_region,20,identity_biometric,NA,direct,explicit_consent,api_license,none,C,Age and identity verification
idemia,IDEMIA,Advent and Bpifrance,FRA,WEU,2017,established,private_pe,for_profit,active,NA,identity_biometric,NA,sensor_hardware,individual,episodic,global,180,identity_biometric,NA,direct,explicit_consent,project_commission,none,B,Supplier of national biometric identity and border systems
sensetime,SenseTime,NA,CHN,CHN,2014,established,public_listed,for_profit,active,NA,identity_biometric,NA,sensor_hardware,individual,real_time,multi_region,20,identity_biometric|conflict_security,NA,indirect,not_applicable,project_commission,none,B,Chinese computer vision group under US export restrictions
megvii,Megvii,NA,CHN,CHN,2011,established,private_vc,for_profit,active,NA,identity_biometric,NA,sensor_hardware,individual,real_time,multi_region,15,identity_biometric,NA,indirect,not_applicable,project_commission,none,B,Face recognition supplier subject to US sanctions
hikvision,Hikvision,CETC,CHN,CHN,2001,established,public_listed,for_profit,active,NA,identity_biometric,iot_telemetry,sensor_hardware,individual,real_time,global,150,identity_biometric|conflict_security,NA,indirect,not_applicable,project_commission,none,B,State linked video surveillance manufacturer with global installed base
arab_advisors,Arab Advisors Group,NA,JOR,MENA,2001,established,private_independent,for_profit,active,NA,survey_insights,audience_measurement,telephone,individual,annual,single_region,18,media_audience|consumer_behavior,NA,direct,explicit_consent,subscription,commercial_only,C,Amman-based telecom and media research across Arab markets
asdaa_bcw,ASDAA BCW,WPP,ARE,MENA,2000,established,subsidiary,for_profit,active,NA,survey_insights,NA,telephone,individual,annual,single_region,18,public_opinion,consumer_behavior,direct,explicit_consent,open_free,none,B,Runs the annual Arab Youth Survey which is the main published youth attitudinal series in the Gulf
insight_discovery,Insight Discovery,NA,ARE,MENA,2009,scaleup,private_independent,for_profit,active,NA,survey_insights,b2b_firmographic,expert_elicit,firm,annual,single_region,12,firmographic|consumer_behavior,NA,direct,explicit_consent,subscription,commercial_only,C,Financial services research in the Gulf and wider MENA
ventures_middle_east,Ventures Middle East,NA,ARE,MENA,2008,scaleup,private_independent,for_profit,active,NA,b2b_firmographic,survey_insights,admin_records,firm,quarterly,single_region,14,firmographic|infrastructure,supply_chain,none,public_record,subscription,commercial_only,A,Gulf project and tender intelligence alongside commissioned research
space42,Space42,NA,ARE,MENA,2024,scaleup,public_listed,for_profit,active,NA,earth_observation,climate_risk,remote_sensing,area,daily,global,195,earth_observation|infrastructure,conflict_security,none,not_applicable,subscription,commercial_only,B,Formed from the merger of Bayanat and Yahsat; the largest Gulf-owned geospatial data operator
presight_ai,Presight AI,G42,ARE,MENA,2020,scaleup,public_listed,for_profit,active,NA,social_osint,b2b_firmographic,api_partner,document,real_time,multi_region,20,conflict_security|firmographic,social_discourse,indirect,contractual_third_party,subscription,commercial_only,B,Abu Dhabi big data analytics arm of G42 selling to governments
lucidya,Lucidya,NA,SAU,MENA,2016,scaleup,private_vc,for_profit,active,NA,social_osint,survey_insights,api_partner,document,real_time,single_region,20,social_discourse|consumer_behavior,NA,indirect,platform_terms,subscription,commercial_only,B,Arabic-first social listening built for dialect handling that Western tools miss
mozn,Mozn,NA,SAU,MENA,2017,scaleup,private_vc,for_profit,active,NA,b2b_firmographic,identity_biometric,admin_records,individual,real_time,single_region,10,identity_biometric|firmographic,credit_risk,indirect,contractual_third_party,api_license,commercial_only,C,Saudi analytics and financial crime screening firm
crowd_analyzer,Crowd Analyzer,NA,EGY,MENA,2014,scaleup,private_vc,for_profit,active,NA,social_osint,NA,api_partner,document,real_time,single_region,20,social_discourse,consumer_behavior,indirect,platform_terms,subscription,commercial_only,B,Arabic social media monitoring with Cairo and Dubai operations
tarjama,Tarjama,NA,ARE,MENA,2008,scaleup,private_independent,for_profit,active,NA,ai_training_data,NA,crowd_task,document,daily,single_region,20,ai_labels|web_content,NA,direct,platform_terms,project_commission,commercial_only,C,Arabic language data and annotation supplier to model developers
idsc_egypt,Information and Decision Support Center,Egyptian Cabinet,EGY,MENA,1985,established,state_linked,governmental,active,NA,field_agency,survey_insights,telephone,individual,monthly,single_country,1,public_opinion|consumer_behavior,NA,direct,explicit_consent,open_free,none,C,Cabinet body running the main official Egyptian opinion polling
rada_research,RADA Research and PR,NA,EGY,MENA,1996,established,private_independent,for_profit,active,NA,field_agency,survey_insights,face_to_face,individual,episodic,single_country,1,consumer_behavior|public_opinion,media_audience,direct,explicit_consent,project_commission,none,C,Cairo fieldwork house
statistics_lebanon,Statistics Lebanon,NA,LBN,MENA,1994,established,private_independent,for_profit,active,NA,field_agency,survey_insights,telephone,individual,episodic,single_country,1,public_opinion|consumer_behavior,media_audience,direct,explicit_consent,project_commission,none,C,Lebanese polling used heavily by broadcasters
information_international,Information International,NA,LBN,MENA,1995,established,private_independent,for_profit,active,NA,field_agency,b2b_firmographic,admin_records,firm,monthly,single_region,5,public_opinion|firmographic,legal_regulatory,direct,public_record,subscription,none,C,Beirut research and statistics consultancy
scpr_syria,Syrian Center for Policy Research,NA,SYR,MENA,2012,scaleup,nonprofit,nonprofit,active,NA,field_agency,survey_insights,face_to_face,household,annual,single_country,1,conflict_security|labor_employment,migration_displacement,direct,explicit_consent,open_free,researcher_restricted,C,One of very few sources of household-level Syrian socioeconomic estimates
yemen_polling_center,Yemen Polling Center,NA,YEM,MENA,2004,established,nonprofit,nonprofit,active,NA,field_agency,survey_insights,face_to_face,individual,episodic,single_country,1,public_opinion|conflict_security,NA,direct,explicit_consent,open_free,researcher_restricted,C,Sustains household fieldwork across front lines in Yemen
diwan_research,Diwan Market Research,NA,LBY,MENA,2011,scaleup,private_independent,for_profit,active,NA,field_agency,survey_insights,face_to_face,individual,episodic,single_country,1,public_opinion|consumer_behavior,NA,direct,explicit_consent,project_commission,none,C,Tripoli-based and among the only firms polling inside Libya
